season,vcaseid,no,outtrip_no,vq21,vq21a,vq22,vq22_1,vq23_1,vq23_2,vq23_3,vq23_4,vq23_5,vq23_6,vq23_7,vq23_8,vq23_9,vq23_10,vq24,vq25a,vq25a1_1,vq25a1_2,vq25b,vq26,vq26a_1,vq26a_2,vq26a_3,vq26a_4,vq26a_5,vq27,vq27a_1,vq27a_2,vq27a_3,vq27a_4,vq27a_5,vq28,vq28a_1,vq28a_2,vq28a_3,vq28a_4,vq29,vq29a,vq29b,vq29b1_1,vq29b1_2,vq29b1_3,vq29b1_4,vq29b1_5,vq29c,vq29d,vq29e,vq29e1_1,vq29e1_2,vq29e1_3,vq29e1_4,vq29e1_5,vb1,vb2,vb3,vb4,vb5,vb6,vb7,w
3,96208099,13732,1837,2,1,3, ,2, , , , , , , , , ,1,2, , ,3,4, , , , , ,1,2, , , , ,2, , , , ,1,0,1, , , , , ,1,4,1, , , , , ,2,3,14,1,2,21,2,4.263253
4,96224728,19886,2697,2,1,3, ,2, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,65, , , , ,2, , , , ,1,0,1, , , , , ,1,4,1, , , , , ,6,5,4,2,6,21,1,1.108061
1,96238603,19,645,5,4,1,1,4, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,88,88,6,1,2, , , ,1,88,1, , , , , ,7,5,11,2,6,22,2,.059943
1,96251929,3364,704,4,3,1,1,9, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,88,88,1, , , , , ,5,1,1, , , , , ,6,3,9,2,4,13,2,.958568
2,97224824,11875,1544,5,4,1,1,9, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,88,88,1, , , , , ,7,88,1, , , , , ,6,5,5,2,6,12,2,.690008
4,99224697,23390,3149,4,3,1,1,3, , , , , , , , , ,1,3, ,2,2,2,2,6, , , ,1,3,6, , , ,2, , , , ,88,88,1, , , , , ,1,2,1, , , , , ,6,5,4,1,6,4,2,1.814445
1,96168968,796,385,7,6,1,1,7, , , , , , , , , ,1,1,2, ,2,1,6, , , , ,2, , , , , ,2, , , , ,22,21,1, , , , , ,14,88,1, , , , , ,7,5,4,2,10,2,1,1.019803
4,99233559,23847,3223,9,8,1,1,29, , , , , , , , , ,1,3, ,2,2,1,2,6, , , ,2, , , , , ,2, , , , ,22,15,1, , , , , ,11,1,1, , , , , ,7,6,3,2,9,4,1,.896975
2,97217368,11524,1486,12,10,1,2,62, , , , , , , , , ,1,3, ,2,2,1,1, , , , ,2, , , , , ,2, , , , ,21,17,1, , , , , ,1,8,1, , , , , ,7,5,1,2,8,6,1,1.037032
4,96214656,19683,2667,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,19,11,1, , , , , ,10,7,1, , , , , ,7,4,11,2,8,6,2,.545895
4,99221014,23219,3129,10,9,1,1,18,19,20, , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,17,15,2,3, , , , ,1,1,1, , , , , ,6,6,4,2,9,4,1,1.587974
1,96129406,5021,183,6,5,1,1,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,1,1, , , , ,2, , , , ,17,9,1, , , , , ,1,1,1, , , , , ,7,3,6,2,10,1,2,.626826
2,97223238,11807,1529,4,3,1,1,13, , , , , , , , , ,1,3, ,2,2,1,2, , , , ,2, , , , , ,2, , , , ,17,5,1, , , , , ,1,1,1, , , , , ,8,3,4,2,6,9,2,.85856
2,97108725,9954,1269,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,15,10,1, , , , , ,10,9,1, , , , , ,6,6,2,2,10,2,2,.734352
4,99104010,20729,2798,5,4,1,1,4, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,15,8,1, , , , , ,1,4,1, , , , , ,6,3,4,2,9,3,1,1.154285
2,97106526,9863,1260,5,4,1,1,12, , , , , , , , , ,1,2, , ,2,1,6, , , , ,1,6, , , , ,2, , , , ,15,6,1, , , , , ,1,88,1, , , , , ,4,6,4,1,6,2,1,1.339823
2,96179113,7958,1022,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,14,11,1, , , , , ,5,8,1, , , , , ,4,5,5,1,5,4,1,1.28444
2,96217061,8398,1080,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,1,6, , , ,2, , , , , ,2, , , , ,13,11,1, , , , , ,10,5,1, , , , , ,5,5,8,1,8,12,1,1.69895
2,97222680,11776,1518,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,1,6, , , , ,2, , , , ,13,10,1, , , , , ,1,1,1, , , , , ,5,5,5,1,6,4,2,1.121261
4,96212227,19639,2659,6,5,1,2,12, , , , , , , , , ,1,3, ,2,2,3,6, , , , ,2, , , , , ,2, , , , ,13,7,1, , , , , ,9,9,1, , , , , ,8,4,5,2,8,11,2,.627473
4,96251716,20384,2746,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,12,11,3,2,5, , , ,1,10,1, , , , , ,6,5,4,2,9,14,1,1.190665
2,96204745,8086,1038,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,12,10,1, , , , , ,88,12,1, , , , , ,10,3,6,2,6,14,1,.526387
3,96121721,12530,1652,5,4,1,1,12, , , , , , , , , ,1,3, ,1,2,1,4,6, , , ,2, , , , , ,2, , , , ,12,10,6,2,3, , , ,7,1,1, , , , , ,3,5,12,1,2,4,1,1.728207
4,96220157,19801,2680,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,12,9,1, , , , , ,6,1,1, , , , , ,7,5,5,2,6,8,2,.502696
2,97113513,10188,1306,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,12,8,13,65, , , , ,1,1,1, , , , , ,11,3,4,2,10,3,2,.426187
2,97212412,11284,1457,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,1,6, , , , ,2, , , , ,12,8,11,1,3,5, , ,9,1,1, , , , , ,5,6,3,1,7,6,2,1.154935
3,96126704,12650,1668,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,12,8,1, , , , , ,8,1,1, , , , , ,8,6,3,2,8,1,1,.796129
3,98206485,16603,2223,5,4,1,1,9, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,12,7,1, , , , , ,6,1,1, , , , , ,5,3,8,2,8,11,1,1.416444
1,96122244,5167,141,6,5,1,1,12, , , , , , , , , ,1,3, ,2,2,4, , , , , ,1,2,3,4,6, ,2, , , , ,12,0,1, , , , , ,1,11,1, , , , , ,6,5,4,2,8,1,1,1.245152
4,99228279,23574,3177,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,1,6, , , , ,2, , , , ,11,88,6,2,5, , , ,8,11,1, , , , , ,5,5,5,2,6,4,2,1.304669
1,96217768,2757,536,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,11,10,1, , , , , ,1,1,1, , , , , ,5,5,5,2,6,19,2,.86847
3,98213854,17023,2275,5,4,1,1,12, , , , , , , , , ,1,3, ,1,2,1,2,6, , , ,2, , , , , ,2, , , , ,11,10,1, , , , , ,7,10,1, , , , , ,1,2,14,1,1,5,1,7.942205
2,96249705,9263,1182,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,11,9,1, , , , , ,9,1,1, , , , , ,10,1,13,4,1,5,2,.386833
2,97222374,11760,1515,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,1,6, , , , ,2, , , , ,11,9,1, , , , , ,1,3,1, , , , , ,5,5,5,1,6,6,1,1.785452
4,96245580,20295,2737,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,5,6, , , ,1,6, , , , ,2, , , , ,11,9,4,1,2,5, , ,8,10,1, , , , , ,6,3,3,2,6,14,2,.990622
1,96105412,930,27,5,4,1,2,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,11,8,8,2, , , , ,1,5,1, , , , , ,9,5,6,2,8,2,2,.40475
1,96154222,4389,319,5,4,1,1,9, , , , , , , , , ,1,3, ,2,2,3,6, , , , ,2, , , , , ,2, , , , ,11,8,1, , , , , ,1,2,1, , , , , ,10,3,10,2,8,3,1,.509062
3,96226904,14131,1894,8,7,1,2,2, , , , , , , , , ,1,3, ,2,2,2,2, , , , ,2, , , , , ,2, , , , ,11,8,1, , , , , ,9,1,1, , , , , ,6,3,3,2,6,6,2,.954229
3,98224889,17640,2368,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,3, , , , ,2, , , , , ,2, , , , ,11,8,1, , , , , ,1,10,1, , , , , ,7,5,5,1,9,4,1,.759625
4,96138415,18798,2530,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,11,8,1, , , , , ,7,1,1, , , , , ,6,4,5,1,7,4,2,.963923
2,96208772,8192,1052,6,5,1,1,2, , , , , , , , , ,1,3, ,2,2,1,2, , , , ,2, , , , , ,2, , , , ,11,7,1, , , , , ,88,1,1, , , , , ,8,4,5,2,6,5,2,.707826
2,96140083,7104,899,5,4,1,1,13, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,11,0,5,5, , , , ,9,11,1, , , , , ,6,5,4,2,10,2,2,.734352
4,99123380,21715,2930,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,10,10,1, , , , , ,1,1,1, , , , , ,6,3,5,1,6,2,2,1.019802
2,96257219,9422,1195,5,4,1,1,7, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,1,6, , , , ,2, , , , ,10,9,6,2,3,5, , ,8,2,1, , , , , ,6,5,3,1,6,11,1,1.091952
2,96246532,9210,1175,5,4,1,1,12, , , , , , , , , ,1,2, , ,2,1,6, , , , ,2, , , , , ,2, , , , ,10,8,1, , , , , ,10,88,1, , , , , ,10,4,11,2,5,6,2,.392713
2,97209815,11166,1439,5,4,1,1,4, , , , , , , , , ,1,3, ,2,2,3,6, , , , ,2, , , , , ,2, , , , ,10,8,3,1,3, , , ,1,4,1, , , , , ,7,5,5,2,7,6,1,.86045
3,96109414,12305,1611,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,3, , , , ,2, , , , , ,2, , , , ,10,8,4,3, , , , ,7,8,1, , , , , ,7,6,6,1,8,3,2,.493119
3,98216775,17205,2305,5,4,1,2,12, , , , , , , , , ,1,2, , ,2,1,3,5, , , ,2, , , , , ,2, , , , ,10,8,1, , , , , ,6,7,1, , , , , ,6,4,5,2,8,14,2,.650251
4,96229899,19980,2707,5,4,1,1,12, , , , , , , , , ,1,2, , ,2,1,6, , , , ,2, , , , , ,2, , , , ,10,8,1, , , , , ,8,6,1, , , , , ,8,3,4,2,7,6,1,.696269
4,99120795,21568,2913,5,4,1,2,9, , , , , , , , , ,1,3, ,2,2,1,2, , , , ,2, , , , , ,2, , , , ,10,8,3,2,5, , , ,9,5,1, , , , , ,6,5,3,2,10,3,2,.960354
4,99135208,22142,2982,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,1,6, , , , ,2, , , , ,10,8,1, , , , , ,9,6,1, , , , , ,4,5,5,1,8,1,2,1.351006
1,96166134,2314,371,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,10,7,4,2,3, , , ,6,1,1, , , , , ,6,4,5,2,6,4,2,.611269
2,96208486,8183,1050,5,4,1,1,9, , , , , , , , , ,1,3, ,2,2,1,5, , , , ,2, , , , , ,2, , , , ,10,7,1, , , , , ,1,1,1, , , , , ,8,3,11,2,5,15,2,.60024
2,97226203,11924,1548,5,4,1,1,13, , , , , , , , , ,1,3, ,2,2,1,2,6, , , ,2, , , , , ,2, , , , ,10,7,1, , , , , ,1,11,1, , , , , ,11,3,3,2,6,8,1,.466495
4,99200192,22170,2988,5,4,1,1,13, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,10,7,5,1, , , , ,9,1,1, , , , , ,6,5,3,2,7,6,2,1.025554
1,96157392,4331,330,5,4,1,2,13, , , , , , , , , ,1,2, , ,2,1,6, , , , ,2, , , , , ,2, , , , ,10,6,1, , , , , ,1,5,1, , , , , ,7,4,8,2,9,3,1,.796828
3,96125523,12628,1665,4,3,1,2,12, , , , , , , , , ,1,3, ,1,2,1,6, , , , ,2, , , , , ,2, , , , ,10,6,1, , , , , ,1,3,1, , , , , ,7,3,11,2,3,1,2,.797663
3,98109354,15298,2045,5,4,1,1,5,6, , , , , , , , ,1,3, ,2,2,3,2,6, , , ,1,6, , , , ,2, , , , ,10,6,1, , , , , ,7,9,1, , , , , ,5,6,4,1,8,3,2,.95733
4,99104420,20752,2800,4,3,1,1,2, , , , , , , , , ,1,3, ,2,2,4, , , , , ,1,2, , , , ,2, , , , ,10,0,1, , , , , ,9,1,1, , , , , ,8,5,5,2,10,3,1,1.227302
1,96214131,4109,507,6,5,1,1,4, , , , , , , , , ,1,2, , ,2,3,6, , , , ,2, , , , , ,2, , , , ,9,8,6,2, , , , ,8,1,1, , , , , ,8,3,4,2,5,9,2,.618582
1,96242245,268,667,5,4,1,1,4, , , , , , , , , ,1,1,5, ,2,1,4, , , , ,2, , , , , ,2, , , , ,9,8,1, , , , , ,1,1,1, , , , , ,7,4,5,2,7,6,2,.491974
2,96124801,6738,841,5,4,1,1,5, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,9,8,1, , , , , ,1,1,1, , , , , ,9,3,3,3,10,4,2,.372991
2,97200336,10653,1373,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,1,6, , , ,2, , , , , ,2, , , , ,9,8,6,1,2,5, , ,6,1,1, , , , , ,5,3,9,2,6,4,2,1.121261
2,97209116,11130,1433,5,4,1,2,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,9,8,6,2,5, , , ,1,7,1, , , , , ,4,5,3,2,8,4,1,1.28444
4,99210035,22690,3063,5,4,1,2,9, , , , , , , , , ,1,3, ,2,2,1,4, , , , ,2, , , , , ,2, , , , ,9,8,2,2,3, , , ,9,7,1, , , , , ,7,3,11,2,1,6,2,.545895
1,96249768,3596,689,5,4,1,1,4, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,9,7,3,2,5, , , ,1,9,1, , , , , ,5,6,3,1,8,11,1,1.383274
2,96154222,7466,954,5,4,1,1,9, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,9,7,1, , , , , ,1,3,1, , , , , ,10,3,9,2,8,3,1,.516939
2,96172055,7832,1005,6,5,1,1,9, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,9,7,1, , , , , ,1,1,1, , , , , ,7,3,8,2,7,3,1,1.100708
3,96217699,13926,1863,5,4,1,1,13, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,9,7,1, , , , , ,1,1,1, , , , , ,6,5,5,2,8,11,1,.948435
4,96235619,20106,2722,5,4,1,1,5,6, , , , , , , , ,1,2, , ,2,1,6, , , , ,2, , , , , ,2, , , , ,9,7,1, , , , , ,1,3,1, , , , , ,6,5,5,1,7,6,2,1.025554
3,98225531,17676,2371,5,4,1,1,5, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,9,6,1, , , , , ,1,1,1, , , , , ,5,5,1,1,9,4,2,.895814
2,97104736,9753,1249,6,5,1,2,12, , , , , , , , , ,1,3, ,2,2,3,6, , , , ,1,1,3,5, , ,2, , , , ,9,5,2,1, , , , ,10,7,1, , , , , ,4,5,5,1,7,18,2,1.162126
2,97212443,11286,1458,5,4,1,2,13, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,9,4,2,1,3, , , ,9,12,1, , , , , ,8,3,4,2,7,6,1,.86045
1,96173184,789,415,3,2,1,2,1, , , , , , , , , ,1,2, , ,2,4, , , , , ,1,4, , , , ,2, , , , ,9,0,1, , , , , ,1,4,1, , , , , ,6,5,11,2,10,2,2,1.399035
3,96164914,13341,1769,5,4,1,1,9, , , , , , , , , ,1,3, ,2,2,4, , , , , ,1,1,2,4,6, ,2, , , , ,9,0,2,3,5, , , ,7,6,1, , , , , ,4,6,3,1,8,1,1,1.506632
3,98214519,17059,2281,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,8,8,8,4, , , , ,1,14,1, , , , , ,10,6,2,2,10,4,1,.406663
1,96237423,1900,638,5,4,1,2,13, , , , , , , , , ,1,1,2, ,2,1,6, , , , ,2, , , , , ,2, , , , ,8,7,1, , , , , ,4,1,1, , , , , ,6,5,4,2,10,20,1,.971023
2,96134795,6983,876,5,4,1,1,12, , , , , , , , , ,1,3, ,2,2,1,1,2,6, , ,2, , , , , ,2, , , , ,8,7,1, , , , , ,1,5,1, , , , , ,6,5,5,2,8,1,2,.720337
3,96106929,12241,1595,5,4,1,2,13, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,8,6,1, , , , , ,1,1,1, , , , , ,4,5,4,1,7,1,2,1.058535
3,98210377,16809,2247,5,4,1,2,4, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,8,6,1, , , , , ,1,1,1, , , , , ,4,5,4,1,7,4,2,1.01
4,96208487,19579,2646,5,4,1,1,9, , , , , , , , , ,1,2, , ,2,1,6, , , , ,2, , , , , ,2, , , , ,8,6,3,2, , , , ,9,9,1, , , , , ,5,6,3,1,7,14,2,1.340806
4,96212910,19655,2663,8,7,3, ,2, , , , , , , , , ,1,3, ,2,2,2,6, , , , ,2, , , , , ,2, , , , ,8,6,1, , , , , ,10,1,1, , , , , ,7,5,4,2,9,22,1,.084243
4,99205146,22428,3020,5,4,1,2,9, , , , , , , , , ,1,3, ,2,2,1,1,2,3,6, ,1,6, , , , ,2, , , , ,8,6,10,1,2,3, , ,10,4,1, , , , , ,6,4,5,2,6,6,2,1.025554
4,99222902,23300,3137,5,4,1,2,4, , , , , , , , , ,1,3, ,2,2,1,3,6, , , ,1,6, , , , ,2, , , , ,8,6,8,1,2,3,5, ,11,11,1, , , , , ,5,5,2,2,6,6,1,1.546952
1,96111517,5176,75,5,4,1,1,9, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,8,5,1, , , , , ,1,1,1, , , , , ,6,6,3,2,8,1,2,.610606
3,96258682,14754,1966,5,4,1,1,9, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,8,5,1, , , , , ,9,4,1, , , , , ,6,4,5,1,7,7,2,.614038
3,98212143,16918,2260,6,5,1,1,5,6, , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,8,5,1, , , , , ,88,88,1, , , , , ,10,3,13,2,2,14,1,.656961
4,99134996,22137,2981,5,4,1,1,13, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,8,5,8,2, , , , ,1,1,1, , , , , ,6,5,5,2,7,1,2,.965359
1,96219305,2983,546,5,4,1,1,9, , , , , , , , , ,1,2, , ,2,1,4, , , , ,2, , , , , ,2, , , , ,7,7,1, , , , , ,1,8,1, , , , , ,10,3,11,2,5,16,2,.402778
1,96151906,3815,306,5,4,1,1,9, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,7,6,6,1,2, , , ,1,1,1, , , , , ,8,4,5,2,6,10,2,.491685
1,96155973,4882,326,5,4,1,1,13, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,7,6,1, , , , , ,1,6,1, , , , , ,2,2,14,1,1,3,2,2.094899
2,96114787,6471,798,5,4,1,1,13, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,7,6,1, , , , , ,1,1,1, , , , , ,5,6,3,1,7,1,1,1.773628
3,96213630,13838,1854,5,4,1,1,13, , , , , , , , , ,1,2, , ,2,3,6, , , , ,2, , , , , ,2, , , , ,7,6,5,1,2, , , ,1,1,1, , , , , ,6,3,11,2,4,11,2,.604987
4,96227957,19953,2705,8,7,3, ,2, , , , , , , , , ,1,3, ,2,2,2,6, , , , ,2, , , , , ,2, , , , ,7,6,1, , , , , ,1,5,1, , , , , ,7,6,2,2,9,22,1,.084243
1,96134795,5156,215,4,3,1,1,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,1,6, , , , ,2, , , , ,7,5,1, , , , , ,6,1,1, , , , , ,6,5,5,2,8,1,2,.956902
1,96213591,1812,502,5,4,1,1,13, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,7,5,1, , , , , ,6,1,1, , , , , ,8,3,9,2,3,5,1,.798621
2,96247450,9230,1178,5,4,1,2,9, , , , , , , , , ,1,2, , ,2,1,4,6, , , ,2, , , , , ,2, , , , ,7,5,11,2,5, , , ,1,1,1, , , , , ,7,4,9,2,7,13,1,.80944
2,97103596,9704,1238,5,4,1,1,4, , , , , , , , , ,1,3, ,2,2,1,3,6, , , ,2, , , , , ,2, , , , ,7,5,3,1, , , , ,9,1,1, , , , , ,6,5,5,2,8,3,2,.707553
4,99125718,21816,2947,5,4,1,1,9, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,7,5,1, , , , , ,8,5,1, , , , , ,6,5,10,2,9,1,1,1.160301
4,99216609,23003,3104,5,4,1,2,13, , , , , , , , , ,1,2, , ,2,1,6, , , , ,2, , , , , ,2, , , , ,7,5,1, , , , , ,9,2,1, , , , , ,6,4,5,1,6,6,2,1.025554
2,96233439,8847,1132,5,4,1,1,12, , , , , , , , , ,1,2, , ,2,3,6, , , , ,2, , , , , ,2, , , , ,7,3,1, , , , , ,1,2,1, , , , , ,8,5,5,2,6,6,2,.548113
3,98109854,15327,2048,5,4,1,1,4, , , , , , , , , ,1,3, ,2,2,3,6, , , , ,2, , , , , ,2, , , , ,7,2,1, , , , , ,1,3,1, , , , , ,11,3,13,2,8,1,1,.391014
3,96108518,12287,1603,5,4,1,1,13, , , , , , , , , ,1,3, ,2,2,1,2,3,4,6, ,2, , , , , ,2, , , , ,6,6,1, , , , , ,1,1,1, , , , , ,10,1,11,2,5,1,2,.345249
1,96229143,1738,595,5,4,1,1,9, , , , , , , , , ,1,3, ,2,2,1,2,6, , , ,2, , , , , ,2, , , , ,6,5,8,1,5, , , ,1,1,1, , , , , ,5,5,5,2,5,5,2,.865868
3,98118255,15739,2099,5,4,1,1,7, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,6,4,1, , , , , ,1,5,1, , , , , ,3,3,9,1,5,1,1,1.811255
4,96158448,19134,2585,5,4,1,1,4, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,5,4,1, , , , , ,9,3,1, , , , , ,9,3,13,4,5,1,1,.438773
4,96223102,19856,2689,6,5,1,2,13, , , , , , , , , ,1,2, , ,2,1,2,3,6, , ,2, , , , , ,2, , , , ,5,4,1, , , , , ,9,6,1, , , , , ,5,5,5,1,6,6,2,1.773689
3,96258726,14755,1967,6,5,1,2,2, , , , , , , , , ,1,3, ,2,2,3,3,4, , , ,2, , , , , ,2, , , , ,5,3,1, , , , , ,5,10,1, , , , , ,8,6,6,2,9,15,1,1.263305
4,96108133,18280,2458,6,5,1,2,4, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,5,3,1, , , , , ,4,1,1, , , , , ,8,3,4,1,6,10,2,.658645
3,96103878,12182,1585,5,4,1,2,9, , , , , , , , , ,1,3, ,1,2,3,2, , , , ,2, , , , , ,2, , , , ,5,1,4,3, , , , ,1,1,1, , , , , ,5,5,5,1,7,4,2,.895814
4,96161281,19180,2591,5,4,1,2,12, , , , , , , , , ,1,3, ,2,2,4, , , , , ,2, , , , , ,2, , , , ,5,0,1, , , , , ,1,7,1, , , , , ,5,5,9,1,8,3,1,1.448603
3,96220625,13995,1873,4,3,1,2,9, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2, , , , ,4,4,4,1,2,3,5, ,1,88,1, , , , , ,5,5,4,1,6,12,2,1.522715
4,99222900,23299,3136,4,3,1,2,12, , , , , , , , , ,1,3, ,2,2,2,4, , , , ,2, , , , , ,2, , , , ,4,3,1, , , , , ,9,10,1, , , , , ,6,5,1,2,6,7,2,1.926311
2,97119768,10508,1352,4,3,1,1,8, , , , , , , , , ,1,3, ,2,2,3,6, , , , ,2, , , , , ,2, , , , ,3,2,1, , , , , ,5,4,1, , , , , ,3,5,3,1,5,1,2,1.750592
3,98217016,17215,2310,3,2,1,1,1, , , , , , , , , ,1,2, , ,2,1,6, , , , ,1,6, , , , ,2, , , , ,3,2,1, , , , , ,7,1,1, , , , , ,3,3,8,1,6,11,2,2.143668
1,96175952,973,428,4,3,1,2,1, , , , , , , , , ,1,3, ,2,2,4, , , , , ,1,1, , , , ,2, , , , ,3,0,1, , , , , ,1,3,1, , , , , ,5,5,5,1,8,2,2,1.358804
3,98124781,16070,2146,5,4,1,1,9, , , , , , , , , ,1,3, ,2,2,3,2, , , , ,2, , , , , ,2, , , , ,1,1,1, , , , , ,1,1,1, , , , , ,5,4,9,2,5,10,2,.876728
2,96130610,6883,865,4,3,2, ,12, , , , , , , , , ,1,3, ,2,1,1,2, , , , ,2, , , , , ,2, , , , ,88,88,1, , , , , ,88,1,1, , , , , ,11,3,13,2,3,1,1,.796277
2,97102180,9622,1220,5,4,1,1,12, , , , , , , , , ,1,3, ,2,1,4, , , , , ,2, , , , , ,2, , , , ,88,0,1, , , , , ,99,1,1, , , , , ,4,5,5,1,6,1,2,.831345
1,96102953,5443,16,3,2,1,1,12, , , , , , , , , ,1,3, ,2,1,4, , , , , ,1,4, , , , ,2, , , , ,88,0,1, , , , , ,88,8,1, , , , , ,10,3,7,2,6,1,1,1.163355
1,96239837,4289,656,14,13,1,1,12, , , , , , , , , ,1,3, ,2,1,4, , , , , ,2, , , , , ,2, , , , ,88,0,3,2,3,5, , ,88,12,1, , , , , ,3,5,14,1,2,8,1,1.921581
2,96150556,7367,939,5,4,1,1,12, , , , , , , , , ,1,3, ,2,1,4, , , , , ,2, , , , , ,2, , , , ,88,0,1, , , , , ,1,1,1, , , , , ,5,5,11,2,1,10,2,1.057441
2,97111794,10107,1294,5,4,1,1,12, , , , , , , , , ,1,3, ,2,1,4, , , , , ,1,2, , , , ,2, , , , ,88,0,1, , , , , ,88,10,1, , , , , ,4,5,12,2,10,1,1,1.314253
4,96216412,19723,2670,5,4,1,1,12, , , , , , , , , ,1,3, ,2,1,4, , , , , ,1,3,4, , , ,2, , , , ,88,0,1, , , , , ,88,6,1, , , , , ,6,5,5,1,4,5,1,1.158631
1,96202343,1524,449,6,5,1,1,13, , , , , , , , , ,1,2, , ,1,1,1,2, , , ,2, , , , , ,2, , , , ,22,7,1, , , , , ,1,14,1, , , , , ,4,5,1,1,8,5,2,.843184
