no,vcaseid,season,vq1,vq1a,vq1b,vq1c,vq1d,vq1e,vq2,vq17,vq17_1_1,vq17_1_2,vq17_1_3,vq17_1_4,vq17_1_5,vq17_1_6,vq17_1_7,vq17_1_8,vq17_1_9,vq17_1_10,vq17_1_11,vq17_1_12,vq17_1_13,vq17a1_1,vq17a1_2,vq17a1_3,vq17a2_1,vq17a2_2,vq17a2_3,vq17a2_4,vq17a3_1,vq17a3_2,vq17a3_3,vq17a3_4,vq17a4_1,vq17a4_2,vq17a4_3,vq17a4_4,vq17a5_1,vq17a5_2,vq17a5_3,vq17a6_1,vq17a6_2,vq17a6_3,vq17a6_4,vq17a6_5,vq17a7_1,vq17a7_2,vq17a7_3,vq17a8_1,vq17a8_2,vq17a8_3,vq17a8_4,vq17a8_5,vq17a9_1,vq17a9_2,vq17a9_3,vq17a10_1,vq17a10_2,vq17a11_1,vq17a11_2,vq17a11_3,vq17a11_4,vq17a12_1,vq17a12_2,vq17a13_1,vq17a13_2,vq18,vq19,vq20,vb1,vb2,vb3,vb4,vb5,vb6,vb7,weight
10336,97116371,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,3,11,2,2,1,2,.796316
10365,97116993,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,4,13,2,2,2,1,.72108
10377,97117152,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,2,13,4,2,1,1,.707318
10396,97117471,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,3,13,2,4,1,1,.707318
10434,97118381,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,2,1,1,2,.796316
10458,97118776,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,2,3,10,1,.651927
10469,97119058,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,2,2,1,1,.707318
10482,97119232,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,2,3,1,2,.796316
10484,97119266,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,9,3,6,2,6,1,1,.828555
10496,97119442,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,6,5,1,3,9,3,2,.943544
10510,97119799,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,2,11,4,2,10,2,.733955
10528,97120203,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,5,13,2,7,1,2,.796316
10542,97120494,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,2,11,2,6,3,2,.782184
10566,97121161,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,3,13,2,4,18,2,.849081
10567,97121194,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,5,13,3,9,1,2,.796316
10574,97121413,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,2,13,4,2,2,2,.811809
10582,97121603,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,5,13,4,7,2,1,.72108
10650,97200295,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,10,5,4,3,8,6,2,.720749
10749,97201932,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,1,11,4,2,5,2,.709958
10776,97202567,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,1,11,2,2,22,2,.06271
10786,97202774,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,2,4,7,2,.787839
10820,97203254,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,3,6,1,3,11,1,.686015
10908,97204987,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,2,3,7,1,.699789
10915,97205161,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,11,1,11,1,3,4,2,.778252
10916,97205165,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,6,5,6,1,8,6,2,.966995
10966,97206124,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,9,6,13,2,9,20,1,.854842
11010,97207095,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,8,3,13,2,5,5,1,.857059
11022,97207320,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,11,2,11,4,2,14,2,.79648
11058,97207965,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,10,3,11,3,2,6,2,.720749
11079,97208319,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,2,11,2,5,5,2,.789622
11171,97209941,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,2,11,2,4,8,2,.753772
11214,97210920,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,4,3,11,2,3,15,2,1.527205
11228,97211167,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,6,3,5,1,5,5,2,.952516
11239,97211418,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,10,3,11,4,5,4,2,.699735
11290,97212502,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,10,5,13,1,6,5,1,.748983
11377,97214384,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,0, ,11,3,13,2,1,5,1,.701372
11399,97214756,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,11,1,6,2,3,13,2,.754102
11434,97215396,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,3,13,3,3,6,1,.712034
11502,97216800,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,5,13,2,3,12,1,.72353
11565,97218051,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,11,4,5,2,10,5,2,.789622
11690,97220834,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,5,13,2,7,5,1,.701372
11724,97221537,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,9,2,6,2,6,14,2,.700586
11775,97222677,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,9,2,11,2,4,17,2,.607659
11796,97222995,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,9,2,11,2,4,5,2,.694554
11806,97223186,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,11,1,11,4,2,19,2,.797281
11890,97225260,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,9,1,11,2,1,4,2,.684553
11921,97226108,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,4,11,3,2,4,2,.699735
11936,97226636,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,7,3,4,3,7,6,1,.870087
11958,97227373,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,11,1,11,2,5,8,2,.753772
12062,97231644,2,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,1,13,2,5,16,1,.716627
12098,96100649,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,6,3,12,2,3,3,2,.941786
12110,96101099,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,3,11,2,2,4,2,.661741
12115,96101235,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,2,13,4,1,1,1,.654795
12117,96101287,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,1,13,4,4,1,1,.654795
12133,96101868,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,2,5,1,2,.693541
12162,96103137,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,9,2,13,2,4,3,1,.819443
12171,96103619,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,2,2,1,1,.654795
12188,96104090,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,6,13,2,8,2,1,.689678
12194,96104357,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,1,11,4,2,3,2,.707183
12202,96104680,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,3,11,2,2,3,2,.707183
12206,96105146,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,3,11,4,2,3,2,.707183
12214,96105409,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,2,3,1,2,.693541
12221,96105719,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,3,11,2,2,1,2,.693541
12270,96108032,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,2,2,1,2,.693541
12278,96108262,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,4,2,1,2,.693541
12280,96108270,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,2,11,2,2,3,2,.707183
12290,96108672,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,2,2,1,1,.654795
12313,96109677,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,1,11,2,5,1,2,.689395
12350,96111426,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,4,2,1,2,.693541
12385,96113227,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,7,3,6,1,7,1,1,.956237
12427,96115398,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,8,3,11,2,7,1,2,.692622
12437,96115968,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,4,3,1,2,.693541
12503,96120402,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,5,5,6,2,7,2,2,1.48325
12504,96120446,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,3,13,4,2,1,2,.693541
12513,96120915,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,8,5,9,4,6,1,2,.692622
12533,96121792,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,1,11,2,2,1,2,.693541
12543,96122112,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,4,13,2,8,2,1,.689678
12569,96123286,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,8,3,11,3,1,1,2,.692622
12592,96123817,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,1,11,4,5,4,2,.661741
12599,96124036,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,9,4,13,2,6,1,2,.6975
12608,96124438,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,4,2,1,2,.693541
12681,96128714,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,2,2,2,2,.730488
12685,96128785,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,1,11,2,2,1,2,.693541
12718,96130610,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,3,13,2,4,1,1,.654795
12730,96131263,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,3,13,2,5,3,1,.727765
12753,96132707,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,4,4,1,2,.693541
12762,96133469,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,1,2,11,4,11,4,6,18,2,.71776
12861,96138916,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,2,13,4,2,10,1,.61146
12891,96140296,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,2,11,4,2,1,2,.693541
12916,96140994,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,4,13,2,7,10,1,.61146
12947,96142646,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,10,2,13,3,2,3,1,.727765
12963,96143532,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,5,2,3,10,1,2,.693541
12974,96144162,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,2,2,1,2,.693541
13040,96148224,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,3,13,2,10,1,1,.654795
13048,96148871,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,2,11,2,4,1,2,.689395
13065,96149665,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,2,1,1,2,.693541
13069,96149742,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,3,11,2,3,1,2,.693541
13083,96150573,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,2,11,2,2,1,2,.689395
13240,96158741,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,2,8,2,5,1,1,.713726
13274,96160618,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,4,2,3,2,.707183
13300,96161929,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,4,13,2,7,10,1,.61146
13339,96164880,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,2,6,2,6,1,2,.689395
13362,96166111,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,10,3,13,2,5,4,1,.681001
13366,96166306,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,8,3,13,2,3,10,2,.646784
13448,96171637,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,5,13,1,8,3,2,.707183
13482,96174087,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,11,3,13,2,6,4,1,.624772
13508,96175824,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,5,13,2,1,2,1,.689678
13551,96178938,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,4,4,4,6,2,1,.751749
13573,96201398,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,10,3,5,2,10,5,2,.670058
13591,96201918,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,2,11,1,11,4,7,9,2,.661626
13618,96203034,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,1,11,4,1,9,2,.661626
13747,96208682,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,1,11,4,2,6,2,.698436
13768,96209854,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,9,3,11,2,7,9,2,.665402
13796,96211830,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,2,11,4,4,14,2,.713303
13825,96212919,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,4,3,14,1,.673453
13873,96215135,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,1,6,4,3,5,2,.670058
13889,96215796,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,7,5,12,1,2,14,2,.712357
13919,96217469,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,1,13,1,2,16,1,.671537
13943,96218414,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,4,2,6,2,.698436
14014,96221771,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,9,3,11,2,1,12,2,.685856
14057,96223285,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,9,1,11,2,5,21,2,.738017
14066,96223597,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,8,3,11,2,1,14,2,.712357
14080,96224446,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,7,2,10,2,7,12,1,.940274
14110,96225866,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,7,2,3,8,2,.69938
14121,96226556,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,7,2,11,1,2,5,2,.673195
14122,96226600,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,1,13,2,2,6,1,.659417
